Region,Delivery_Mode,Supplier,traffic_congestion_level,port_congestion_level,weather_condition_severity,fuel_consumption_rate,driver_behavior_score,fatigue_monitoring_score,supplier_reliability_score,Disruption,Weather_Conditions_Rainy,Weather_Conditions_Snowy,Weather_Conditions_Sunny,Is_Business_Day,Is_Holiday,Is_Working_Day,Week_Of_Year,Quarter,Is_Weekend,Delivery_Duration,traffic_congestion_level_rolling_mean_3,traffic_congestion_level_rolling_std_3,port_congestion_level_rolling_mean_3,port_congestion_level_rolling_std_3,supplier_reliability_score_rolling_mean_3,supplier_reliability_score_rolling_std_3,traffic_congestion_level_rolling_mean_7,traffic_congestion_level_rolling_std_7,port_congestion_level_rolling_mean_7,port_congestion_level_rolling_std_7,supplier_reliability_score_rolling_mean_7,supplier_reliability_score_rolling_std_7,traffic_congestion_level_expanding_mean,port_congestion_level_expanding_mean,supplier_reliability_score_expanding_mean,traffic_congestion_level_lag_1,traffic_congestion_level_lag_2,traffic_congestion_level_lag_3,traffic_congestion_level_lag_4,traffic_congestion_level_lag_5,traffic_congestion_level_lag_6,traffic_congestion_level_lag_7,port_congestion_level_lag_1,port_congestion_level_lag_2,port_congestion_level_lag_3,port_congestion_level_lag_4,port_congestion_level_lag_5,port_congestion_level_lag_6,port_congestion_level_lag_7,supplier_reliability_score_lag_1,supplier_reliability_score_lag_2,supplier_reliability_score_lag_3,supplier_reliability_score_lag_4,supplier_reliability_score_lag_5,supplier_reliability_score_lag_6,supplier_reliability_score_lag_7,Traffic_Port_Interaction
3,3,0,0.65248865,4.150562,0.061629396,0.00010839542,0.49929175,0.9951344,0.06364825,1,False,False,True,True,False,True,1,1,False,-96.0,0.4481984,0.37633738,3.603754,1.3528411,0.32357392,0.2857779,0.44495642,0.34543255,4.4269633,2.8449438,0.33898795,0.3544807,0.53573745,6.0974236,0.49436525,0.013895256,0.67821133,0.9405084,0.14503235,0.14729321,0.53726584,0.8896589,4.5976033,2.0630972,6.4587445,9.573004,1.3062367,2.8394961,9.172005,0.27747425,0.6295992,0.11146313,0.2758348,0.01889121,0.99600464,0.7822778,2.7081945
0,2,1,0.39296615,4.9648247,0.7996785,0.06434144,0.080653824,0.68975896,0.9616239,0,False,True,False,True,False,True,1,1,False,264.0,0.35311666,0.3211563,4.5709968,0.40778288,0.4342488,0.46906692,0.4243422,0.3433048,4.7305818,2.7594137,0.3340764,0.34394166,0.5297886,6.050232,0.51383436,0.65248865,0.013895256,0.67821133,0.9405084,0.14503235,0.14729321,0.53726584,4.150562,4.5976033,2.0630972,6.4587445,9.573004,1.3062367,2.8394961,0.06364825,0.27747425,0.6295992,0.11146313,0.2758348,0.01889121,0.99600464,1.9510081
1,2,1,0.6059336,0.45581996,0.2345012,0.037049256,0.5887967,0.22776864,0.55007225,1,True,False,False,True,False,True,2,1,False,336.0,0.5504628,0.13836813,3.1904023,2.4029589,0.52511483,0.44950774,0.48986226,0.3248893,4.6090937,2.9476068,0.4099594,0.32061923,0.5328344,5.826455,0.5152839,0.39296615,0.65248865,0.013895256,0.67821133,0.9405084,0.14503235,0.14729321,4.9648247,4.150562,4.5976033,2.0630972,6.4587445,9.573004,1.3062367,0.9616239,0.06364825,0.27747425,0.6295992,0.11146313,0.2758348,0.01889121,0.27619663
1,2,3,0.4730473,3.010965,0.97597367,0.00079197,0.09611303,0.73092663,0.3621421,1,False,False,True,True,False,True,1,1,False,240.0,0.490649,0.10756929,2.8105366,2.2611744,0.62461275,0.30661348,0.5367215,0.2884796,3.6716595,1.9955138,0.422289,0.31623122,0.5305349,5.7181673,0.5093938,0.6059336,0.39296615,0.65248865,0.013895256,0.67821133,0.9405084,0.14503235,0.45581996,4.9648247,4.150562,4.5976033,2.0630972,6.4587445,9.573004,0.55007225,0.9616239,0.06364825,0.27747425,0.6295992,0.11146313,0.2758348,1.4243288
2,3,3,0.6578096,0.5110945,0.99993193,2.8289913e-05,0.038427625,0.99950576,0.5878281,1,False,True,False,True,False,True,2,1,False,-96.0,0.5789302,0.095295176,1.3259599,1.459519,0.5000141,0.120883845,0.49633598,0.23788106,2.8219953,1.8735116,0.49034116,0.2882088,0.5352488,5.5253124,0.51229876,0.4730473,0.6059336,0.39296615,0.65248865,0.013895256,0.67821133,0.9405084,3.010965,0.45581996,4.9648247,4.150562,4.5976033,2.0630972,6.4587445,0.3621421,0.55007225,0.9616239,0.06364825,0.27747425,0.6295992,0.11146313,0.3362029
1,1,0,0.2565735,2.3387055,0.8142881,0.030078467,0.7808018,0.9557341,0.94370615,1,False,False,False,True,False,True,2,1,False,192.0,0.4624768,0.20082681,1.9535884,1.2936671,0.63122547,0.29320076,0.436102,0.23753417,2.861368,1.8577346,0.5352136,0.3342749,0.5252961,5.411505,0.52770615,0.6578096,0.4730473,0.6059336,0.39296615,0.65248865,0.013895256,0.67821133,0.5110945,3.010965,0.45581996,4.9648247,4.150562,4.5976033,2.0630972,0.5878281,0.3621421,0.55007225,0.9616239,0.06364825,0.27747425,0.6295992,0.6000498
1,0,1,0.13183524,8.8377905,0.986918,0.034337293,0.058991756,0.00018366912,0.6557447,1,False,True,False,True,False,True,1,1,False,264.0,0.34873945,0.27483302,3.8958635,4.3763022,0.72909296,0.18893723,0.45295057,0.204478,3.467109,2.9109485,0.58925223,0.3157254,0.5117285,5.529653,0.5321213,0.2565735,0.6578096,0.4730473,0.6059336,0.39296615,0.65248865,0.013895256,2.3387055,0.5110945,3.010965,0.45581996,4.9648247,4.150562,4.5976033,0.94370615,0.5878281,0.3621421,0.55007225,0.9616239,0.06364825,0.27747425,1.1651323
1,1,3,0.1687176,4.015368,0.58774227,0.966753,0.9766612,0.546824,0.14283685,0,False,False,True,True,False,True,1,1,False,-48.0,0.18570878,0.06408145,5.063955,3.3740447,0.58076257,0.40566567,0.38384044,0.20752789,3.4477956,2.9061027,0.60056484,0.29445612,0.5002948,5.479177,0.51914513,0.13183524,0.2565735,0.6578096,0.4730473,0.6059336,0.39296615,0.65248865,8.8377905,2.3387055,0.5110945,3.010965,0.45581996,4.9648247,4.150562,0.6557447,0.94370615,0.5878281,0.3621421,0.55007225,0.9616239,0.06364825,0.67746323
2,1,1,0.8026609,9.9246855,0.20664985,0.040411226,0.29761383,0.78041387,0.13356905,1,False,False,True,True,False,True,1,1,False,-72.0,0.36773792,0.37710553,7.5926147,3.145291,0.31071687,0.2988388,0.44236824,0.26132858,4.1563473,3.8036606,0.4822713,0.291546,0.51004857,5.6225805,0.5067072,0.1687176,0.13183524,0.2565735,0.6578096,0.4730473,0.6059336,0.39296615,4.015368,8.8377905,2.3387055,0.5110945,3.010965,0.45581996,4.9648247,0.14283685,0.6557447,0.94370615,0.5878281,0.3621421,0.55007225,0.9616239,7.966157
1,3,2,0.28267345,8.23091,1.7994955e-05,1.0683357e-05,0.055859014,0.29865053,0.9909276,1,False,True,False,True,False,True,1,1,False,216.0,0.4180173,0.33794895,7.3903217,3.0430167,0.4224445,0.49234262,0.39618823,0.25611728,5.2670746,3.67603,0.54525065,0.35032457,0.5029431,5.7040906,0.5218391,0.8026609,0.1687176,0.13183524,0.2565735,0.6578096,0.4730473,0.6059336,9.9246855,4.015368,8.8377905,2.3387055,0.5110945,3.010965,0.45581996,0.13356905,0.14283685,0.6557447,0.94370615,0.5878281,0.3621421,0.55007225,2.32666
1,2,3,0.2362144,8.4777,0.0969275,4.5476387e-09,0.38065997,0.9151461,0.0045613013,1,False,False,True,True,False,True,1,1,False,24.0,0.44051623,0.31448555,8.877766,0.91501784,0.37635264,0.536132,0.36235496,0.2598871,6.0480366,3.6974754,0.4941677,0.4035083,0.49486038,5.7881393,0.506164,0.28267345,0.8026609,0.1687176,0.13183524,0.2565735,0.6578096,0.4730473,8.23091,9.9246855,4.015368,8.8377905,2.3387055,0.5110945,3.010965,0.9909276,0.13356905,0.14283685,0.6557447,0.94370615,0.5878281,0.3621421,2.002555
3,3,1,0.86946553,9.991134,0.78446966,0.9937212,0.7106058,0.21978869,0.9819108,1,False,True,False,True,False,True,1,1,False,0.0,0.46278447,0.3529614,8.899915,0.95304525,0.65913326,0.5668939,0.3925915,0.30787328,7.402328,3.0022075,0.5504652,0.44419384,0.5058782,5.911757,0.52015656,0.2362144,0.28267345,0.8026609,0.1687176,0.13183524,0.2565735,0.6578096,8.4777,8.23091,9.9246855,4.015368,8.8377905,2.3387055,0.5110945,0.0045613013,0.9909276,0.13356905,0.14283685,0.6557447,0.94370615,0.5878281,8.686947
1,1,0,0.5115779,4.0979733,0.09980933,0.0016706556,0.66971844,0.9842348,0.91501844,1,False,False,True,True,False,True,2,1,False,120.0,0.539086,0.3175205,7.5222692,3.060551,0.6338302,0.54598826,0.42902073,0.30416086,7.6536517,2.5467575,0.546367,0.44007424,0.50604105,5.8599343,0.53143835,0.86946553,0.2362144,0.28267345,0.8026609,0.1687176,0.13183524,0.2565735,9.991134,8.4777,8.23091,9.9246855,4.015368,8.8377905,2.3387055,0.9819108,0.0045613013,0.9909276,0.13356905,0.14283685,0.6557447,0.94370615,2.0964327
3,2,2,0.9731835,7.38911,0.15279855,0.03384908,0.10351722,0.99814653,0.9953742,0,False,False,True,True,False,True,1,1,False,48.0,0.78474236,0.24218476,7.1594057,2.9532878,0.96410114,0.043036617,0.54921335,0.3321027,7.446697,2.492784,0.59488547,0.47172692,0.5190172,5.9024115,0.5443254,0.5115779,0.86946553,0.2362144,0.28267345,0.8026609,0.1687176,0.13183524,4.0979733,9.991134,8.4777,8.23091,9.9246855,4.015368,8.8377905,0.91501844,0.9819108,0.0045613013,0.9909276,0.13356905,0.14283685,0.6557447,7.1909604
0,3,0,0.97958183,0.93921345,0.6043746,0.00038198906,0.028280022,0.33144793,0.0120888045,1,True,False,False,True,False,True,2,1,False,312.0,0.8214478,0.26837423,4.142099,3.2251747,0.6408272,0.5459837,0.6650511,0.3183982,7.007247,3.3292978,0.57620716,0.4946412,0.53146493,5.768271,0.52994066,0.9731835,0.5115779,0.86946553,0.2362144,0.28267345,0.8026609,0.1687176,7.38911,4.0979733,9.991134,8.4777,8.23091,9.9246855,4.015368,0.9953742,0.91501844,0.9819108,0.0045613013,0.9909276,0.13356905,0.14283685,0.92003644
3,3,0,0.034221638,9.970039,0.60280466,0.00036297212,0.25291872,0.95593697,0.70646334,1,False,False,False,True,False,True,1,1,False,-72.0,0.662329,0.54396635,6.0994544,4.6514907,0.5713088,0.5053836,0.55527407,0.38792542,7.0137258,3.335959,0.6580492,0.45500383,0.51837957,5.878844,0.534586,0.97958183,0.9731835,0.5115779,0.86946553,0.2362144,0.28267345,0.8026609,0.93921345,7.38911,4.0979733,9.991134,8.4777,8.23091,9.9246855,0.0120888045,0.9953742,0.91501844,0.9819108,0.0045613013,0.9909276,0.13356905,0.34119108
0,3,1,0.00040397578,4.5969486,0.6446557,0.004987618,0.47853607,0.37730226,0.14126128,1,True,False,False,True,False,True,2,1,False,240.0,0.33806914,0.5558235,5.168734,4.542484,0.28660446,0.36929998,0.51494986,0.43303275,6.4945884,3.3971674,0.5366683,0.46463236,0.5050981,5.845975,0.5245007,0.034221638,0.97958183,0.9731835,0.5115779,0.86946553,0.2362144,0.28267345,9.970039,0.93921345,7.38911,4.0979733,9.991134,8.4777,8.23091,0.70646334,0.0120888045,0.9953742,0.91501844,0.9819108,0.0045613013,0.9909276,0.0018570559
0,3,3,0.74174166,3.6600466,0.06544973,0.016644377,0.93691987,0.101253554,0.7897344,0,True,False,False,True,False,True,2,1,False,-120.0,0.2587891,0.41859084,6.0756783,3.404994,0.5458197,0.3528231,0.58716804,0.42078045,5.806352,3.416399,0.6488359,0.40581873,0.5110142,5.7913265,0.53113157,0.00040397578,0.034221638,0.97958183,0.9731835,0.5115779,0.86946553,0.2362144,4.5969486,9.970039,0.93921345,7.38911,4.0979733,9.991134,8.4777,0.14126128,0.70646334,0.0120888045,0.9953742,0.91501844,0.9819108,0.0045613013,2.7148092
0,0,0,0.8554632,0.26499093,0.16033621,4.927735e-09,0.91471434,0.7446742,0.22069833,1,False,True,False,True,False,True,2,1,False,48.0,0.53253627,0.46433473,2.8406622,2.279256,0.38389802,0.3537018,0.5851677,0.41924524,4.4169035,3.4085922,0.5400913,0.4036744,0.51941544,5.656538,0.52356005,0.74174166,0.00040397578,0.034221638,0.97958183,0.9731835,0.5115779,0.86946553,3.6600466,4.5969486,9.970039,0.93921345,7.38911,4.0979733,9.991134,0.7897344,0.14126128,0.70646334,0.0120888045,0.9953742,0.91501844,0.9819108,0.22669001
1,0,0,0.48813626,6.1625915,0.00026155807,0.00013440571,0.014673131,0.20741247,0.07237044,1,True,False,False,True,False,True,1,1,False,216.0,0.6951137,0.18805026,3.3625429,2.9600344,0.3609344,0.3786851,0.5818189,0.42002395,4.7118487,3.4652505,0.41971296,0.39884707,0.5186707,5.6685867,0.51281744,0.8554632,0.74174166,0.00040397578,0.034221638,0.97958183,0.9731835,0.5115779,0.26499093,3.6600466,4.5969486,9.970039,0.93921345,7.38911,4.0979733,0.22069833,0.7897344,0.14126128,0.70646334,0.0120888045,0.9953742,0.91501844,3.0081844
0,3,0,0.0061408863,3.2104807,0.9696801,0.8196398,0.15362592,0.041578438,0.7640943,1,False,True,False,True,False,True,2,1,False,-120.0,0.44991347,0.42594934,3.2126875,2.9488008,0.35238767,0.36417994,0.44366992,0.42878968,4.1149015,3.2822685,0.38667297,0.34977257,0.50675136,5.6114216,0.5186611,0.48813626,0.8554632,0.74174166,0.00040397578,0.034221638,0.97958183,0.9731835,6.1625915,0.26499093,3.6600466,4.5969486,9.970039,0.93921345,7.38911,0.07237044,0.22069833,0.7897344,0.14126128,0.70646334,0.0120888045,0.9953742,0.019715197
2,0,0,0.025539577,5.8618097,0.85130286,0.014956541,0.3281254,0.87796533,0.21455103,1,False,False,True,True,False,True,2,1,False,216.0,0.17327225,0.2728527,5.078294,1.6245499,0.35033858,0.36530694,0.30737817,0.37876266,4.8181295,3.0040169,0.41559616,0.32080677,0.49581474,5.617112,0.5117495,0.0061408863,0.48813626,0.8554632,0.74174166,0.00040397578,0.034221638,0.97958183,3.2104807,6.1625915,0.26499093,3.6600466,4.5969486,9.970039,0.93921345,0.7640943,0.07237044,0.22069833,0.7897344,0.14126128,0.70646334,0.0120888045,0.14970815
0,0,1,0.41897514,6.916444,0.021209382,0.26406094,0.9815846,0.53928745,0.05298369,1,False,True,False,True,False,True,1,1,False,288.0,0.15021853,0.23295206,5.329578,1.9094485,0.34387633,0.37277788,0.36234295,0.35996723,4.3819017,2.2610245,0.32224193,0.31711745,0.4941072,5.645986,0.5015547,0.025539577,0.0061408863,0.48813626,0.8554632,0.74174166,0.00040397578,0.034221638,5.8618097,3.2104807,6.1625915,0.26499093,3.6600466,4.5969486,9.970039,0.21455103,0.7640943,0.07237044,0.22069833,0.7897344,0.14126128,0.70646334,2.897818
0,1,2,0.9431817,3.4627953,0.598148,0.054825604,0.99760205,0.2047333,0.3032095,1,True,False,False,True,False,True,1,1,False,216.0,0.46256545,0.4603714,5.413683,1.769897,0.19024809,0.12687087,0.4970255,0.37790135,4.2198796,2.2835696,0.3453774,0.30747423,0.5038697,5.5985255,0.49724284,0.41897514,0.025539577,0.0061408863,0.48813626,0.8554632,0.74174166,0.00040397578,6.916444,5.8618097,3.2104807,6.1625915,0.26499093,3.6600466,4.5969486,0.05298369,0.21455103,0.7640943,0.07237044,0.22069833,0.7897344,0.14126128,3.2660449
0,1,2,0.8102103,9.995007,0.9959419,0.28853813,0.9573201,0.37683696,0.21657528,1,False,True,False,True,False,True,2,1,False,168.0,0.72412235,0.2725004,6.791415,3.2679002,0.19092283,0.12706998,0.50680673,0.3860884,5.124874,3.1249993,0.2634975,0.23785466,0.5103876,5.6920676,0.4912712,0.9431817,0.41897514,0.025539577,0.0061408863,0.48813626,0.8554632,0.74174166,3.4627953,6.916444,5.8618097,3.2104807,6.1625915,0.26499093,3.6600466,0.3032095,0.05298369,0.21455103,0.7640943,0.07237044,0.22069833,0.7897344,8.098058
1,3,1,0.13511111,9.853876,0.27301365,3.128302e-08,0.16499141,0.9211378,0.026794465,1,False,False,True,True,False,True,1,1,False,120.0,0.62950104,0.43328556,7.7705593,3.7313006,0.18219309,0.14137866,0.40389928,0.37346402,6.4947147,2.714267,0.23579696,0.2543863,0.5025693,5.7787724,0.4815946,0.8102103,0.9431817,0.41897514,0.025539577,0.0061408863,0.48813626,0.8554632,9.995007,3.4627953,6.916444,5.8618097,3.2104807,6.1625915,0.26499093,0.21657528,0.3032095,0.05298369,0.21455103,0.7640943,0.07237044,0.22069833,1.3313681
1,0,2,0.47038308,9.8058605,0.099774055,7.118195e-13,0.619276,0.008419259,0.8222662,1,True,False,False,True,False,True,2,1,False,-72.0,0.4719015,0.33755216,9.884914,0.098318934,0.355212,0.41546232,0.4013631,0.3728564,7.015182,2.9765935,0.34292492,0.32279444,0.5019125,5.8609576,0.4885471,0.13511111,0.8102103,0.9431817,0.41897514,0.025539577,0.0061408863,0.48813626,9.853876,9.995007,3.4627953,6.916444,5.8618097,3.2104807,6.1625915,0.026794465,0.21657528,0.3032095,0.05298369,0.21455103,0.7640943,0.07237044,4.612511
2,0,1,0.99999934,0.0110536795,0.7568892,0.8299465,0.025575818,0.11417996,0.12233952,1,False,False,True,True,False,True,1,1,False,168.0,0.53516454,0.43606812,6.55693,5.6689463,0.32380006,0.4343197,0.5433429,0.38626164,6.5581207,3.7921054,0.25124568,0.2700667,0.5118742,5.7439594,0.48122293,0.47038308,0.13511111,0.8102103,0.9431817,0.41897514,0.025539577,0.0061408863,9.8058605,9.853876,9.995007,3.4627953,6.916444,5.8618097,3.2104807,0.8222662,0.026794465,0.21657528,0.3032095,0.05298369,0.21455103,0.7640943,0.011053672
